"","country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"1","italy","naples","2020-09-25",24398,"San Carlo all'Arena",40.85714,14.25763,"Entire apartment","Entire home/apt",4,3,3,"$159.00",3,180,30,NA,0
"2","italy","naples","2020-09-25",30466,"San Carlo all'Arena",40.85759,14.25943,"Private room in bed and breakfast","Private room",2,1,1,"$41.00",2,180,30,NA,0
"3","italy","naples","2020-09-25",30536,"San Lorenzo",40.85543,14.25812,"Private room in condominium","Private room",1,1,0,"$41.00",2,30,29,40,40
"4","italy","naples","2020-09-25",49051,"San Lorenzo",40.85156,14.26255,"Private room in bed and breakfast","Private room",2,1,1,"$29.00",1,365,30,NA,0
"5","italy","naples","2020-09-25",51629,"San Lorenzo",40.85308,14.26167,"Private room in bed and breakfast","Private room",2,1,1,"$29.00",1,365,30,NA,0
"6","italy","naples","2020-09-25",51630,"San Lorenzo",40.85326,14.26149,"Private room in bed and breakfast","Private room",2,1,1,"$29.00",2,365,29,29,29
"7","italy","naples","2020-09-25",51631,"San Lorenzo",40.85294,14.26303,"Private room in bed and breakfast","Private room",2,1,1,"$29.00",1,365,30,NA,0
"8","italy","naples","2020-09-25",51632,"San Lorenzo",40.8532,14.26311,"Private room in bed and breakfast","Private room",3,1,3,"$29.00",1,730,30,NA,0
"9","italy","naples","2020-09-25",63413,"Chiaia",40.83319,14.22613,"Entire apartment","Entire home/apt",2,1,0,"$57.00",2,60,25,56,280
"10","italy","naples","2020-09-25",74364,"San Lorenzo",40.8512,14.25217,"Entire apartment","Entire home/apt",2,1,1,"$39.00",3,1125,24,38.6666666666667,232
"11","italy","naples","2020-09-25",76993,"Vomero",40.84568,14.22618,"Private room in condominium","Private room",3,1,2,"$30.00",2,35,29,30,30
"12","italy","naples","2020-09-25",77009,"Vomero",40.84568,14.22618,"Private room in apartment","Private room",2,1,1,"$23.00",3,35,28,23,46
"13","italy","naples","2020-09-25",77010,"Vomero",40.84568,14.22618,"Private room in condominium","Private room",3,1,2,"$23.00",3,35,21,24.5555555555556,221
"14","italy","naples","2020-09-25",107336,"San Ferdinando",40.83992,14.24613,"Entire apartment","Entire home/apt",2,1,1,"$41.00",2,30,0,32.5,975
"15","italy","naples","2020-09-25",112346,"San Lorenzo",40.854,14.26913,"Room in hotel","Hotel room",2,1,2,"$40.00",1,730,30,NA,0
"16","italy","naples","2020-09-25",113520,"Mercato",40.84582,14.27526,"Entire apartment","Entire home/apt",4,1,2,"$35.00",1,29,29,35,35
"17","italy","naples","2020-09-25",129087,"San Carlo all'Arena",40.85876,14.26108,"Private room in bed and breakfast","Private room",2,1,1,"$45.00",2,25,30,NA,0
"18","italy","naples","2020-09-25",137587,"San Lorenzo",40.85361,14.25844,"Entire apartment","Entire home/apt",5,3,3,"$71.00",3,30,30,NA,0
"19","italy","naples","2020-09-25",157691,"Pendino",40.84997,14.26052,"Entire apartment","Entire home/apt",4,1,2,"$28.00",2,30,1,28,812
"20","italy","naples","2020-09-25",158928,"San Lorenzo",40.85392,14.25673,"Entire apartment","Entire home/apt",6,3,3,"$90.00",1,730,30,NA,0
"21","italy","naples","2020-09-25",162072,"San Giuseppe",40.84816,14.25409,"Entire apartment","Entire home/apt",5,1,2,"$60.00",2,180,30,NA,0
"22","italy","naples","2020-09-25",163695,"San Giuseppe",40.84199,14.25234,"Private room in apartment","Private room",2,1,2,"$30.00",3,60,28,30,60
"23","italy","naples","2020-09-25",163929,"Porto",40.8402,14.25516,"Entire condominium","Entire home/apt",3,1,3,"$72.00",1,365,24,72,432
"24","italy","naples","2020-09-25",167940,"San Ferdinando",40.8361,14.24719,"Entire apartment","Entire home/apt",9,3,8,"$90.00",2,90,28,90,180
"25","italy","naples","2020-09-25",169588,"San Giuseppe",40.84509,14.25026,"Entire condominium","Entire home/apt",6,1,6,"$65.00",1,365,30,NA,0
"26","italy","naples","2020-09-25",170880,"San Carlo all'Arena",40.85848,14.26011,"Private room in bed and breakfast","Private room",2,1,1,"$45.00",2,60,27,45,135
"27","italy","naples","2020-09-25",171677,"San Carlo all'Arena",40.85862,14.25964,"Private room in bed and breakfast","Private room",2,1,1,"$40.00",2,30,29,42,42
"28","italy","naples","2020-09-25",176475,"Chiaia",40.83592,14.23648,"Entire apartment","Entire home/apt",8,3,6,"$141.00",1,31,0,144.5,4335
"29","italy","naples","2020-09-25",183077,"Montecalvario",40.84626,14.24337,"Entire apartment","Entire home/apt",4,2,NA,"$129.00",3,365,0,145,4350
"30","italy","naples","2020-09-25",185205,"San Lorenzo",40.85576,14.26332,"Private room in bed and breakfast","Private room",2,1,1,"$50.00",1,10,0,50,1500
"31","italy","naples","2020-09-25",191679,"Chiaia",40.83486,14.22451,"Entire apartment","Entire home/apt",5,1,1,"$48.00",2,1825,24,47.3333333333333,284
